car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Skoda Octavia,Skoda,Octavia,4,31111,Dealer,Diesel,Automatic,19.5,1968,141.0,5
Maruti Ertiga,Maruti,Ertiga,8,36000,Dealer,Petrol,Manual,16.02,1373,93.7,7
Maruti Ertiga,Maruti,Ertiga,7,70000,Individual,Diesel,Manual,20.77,1248,88.76,7
Honda Amaze,Honda,Amaze,2,5000,Individual,Petrol,Manual,19.5,1199,88.76,5
Hyundai i20,Hyundai,i20,6,64000,Individual,Diesel,Manual,22.54,1396,88.73,5
Toyota Innova,Toyota,Innova,6,52000,Dealer,Diesel,Manual,12.99,2494,100.6,8
Volkswagen Vento,Volkswagen,Vento,7,52455,Dealer,Diesel,Manual,20.54,1598,103.6,5
Maruti Wagon R,Maruti,Wagon R,10,29000,Dealer,Petrol,Manual,21.79,998,67.05,5
Maruti Wagon R,Maruti,Wagon R,9,72300,Dealer,Petrol,Manual,21.79,998,67.05,5
Tata Safari,Tata,Safari,5,60000,Individual,Diesel,Manual,14.1,2179,147.94,7
Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Dealer,Diesel,Manual,28.4,1248,74.02,5
Hyundai i20,Hyundai,i20,3,15000,Individual,Petrol,Manual,18.6,1197,81.83,5
Maruti Swift,Maruti,Swift,9,100000,Individual,Petrol,Manual,18.6,1197,85.8,5
Maruti Baleno,Maruti,Baleno,3,15000,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Ciaz,Maruti,Ciaz,4,57000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Mahindra Marazzo,Mahindra,Marazzo,1,8000,Individual,Diesel,Manual,17.3,1497,121.0,7
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5
Maruti Swift Dzire,Maruti,Swift Dzire,5,24000,Individual,Petrol,Manual,20.85,1197,83.14,5
Ford Ecosport,Ford,Ecosport,6,37000,Dealer,Petrol,Automatic,15.63,1499,110.4,5
BMW 5,BMW,5,3,7000,Dealer,Diesel,Automatic,22.48,1995,187.74,5
Maruti Swift,Maruti,Swift,7,44651,Dealer,Petrol,Manual,16.1,1197,85.0,5
Honda City,Honda,City,14,90000,Dealer,Petrol,Manual,16.9,1497,100.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Petrol,Manual,19.1,1197,85.8,5
Tata Tiago,Tata,Tiago,2,3000,Individual,Petrol,Manual,23.84,1199,84.0,5
Honda Amaze,Honda,Amaze,2,6399,Trustmark Dealer,Petrol,Manual,19.5,1199,88.76,5
Hyundai i20,Hyundai,i20,10,66692,Dealer,Petrol,Manual,17.0,1197,80.0,5
Jeep Compass,Jeep,Compass,2,10000,Individual,Diesel,Manual,17.1,1956,170.0,5
Honda Jazz,Honda,Jazz,3,44503,Dealer,Petrol,Manual,18.7,1199,88.7,5
Maruti Ciaz,Maruti,Ciaz,5,35000,Individual,Diesel,Manual,28.09,1248,88.5,5
Hyundai Creta,Hyundai,Creta,5,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5
Hyundai Santro,Hyundai,Santro,14,44000,Dealer,Petrol,Manual,17.92,1086,62.1,5
Maruti Swift,Maruti,Swift,11,70000,Individual,Petrol,Manual,16.1,1197,85.0,5
Maruti Swift,Maruti,Swift,8,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5
Volkswagen Polo,Volkswagen,Polo,2,7121,Dealer,Petrol,Automatic,17.21,1197,103.5,5
Ford Figo,Ford,Figo,6,44566,Dealer,Diesel,Manual,25.83,1498,99.0,5
Hyundai i10,Hyundai,i10,6,19000,Dealer,Petrol,Manual,19.81,1086,68.05,5
Honda Amaze,Honda,Amaze,5,50000,Dealer,Petrol,Manual,18.0,1198,86.7,5
Maruti Ciaz,Maruti,Ciaz,4,29000,Dealer,Petrol,Manual,20.73,1373,91.2,5
Hyundai Verna,Hyundai,Verna,4,45910,Dealer,Diesel,Manual,23.9,1582,126.2,5
Volkswagen Polo,Volkswagen,Polo,9,50000,Individual,Diesel,Manual,22.07,1199,73.9,5
Renault KWID,Renault,KWID,5,42000,Dealer,Petrol,Manual,25.17,799,53.3,5
Ford Aspire,Ford,Aspire,6,90000,Individual,Diesel,Manual,25.83,1498,99.0,5
Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Automatic,17.0,1591,121.3,5
Hyundai i20,Hyundai,i20,10,6708,Dealer,Petrol,Manual,18.5,1197,80.0,5
Maruti Swift,Maruti,Swift,7,96000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Honda CR,Honda,CR,4,34000,Dealer,Petrol,Automatic,12.0,2354,187.4,5
Maruti Baleno,Maruti,Baleno,5,34000,Dealer,Petrol,Manual,21.4,1197,83.1,5
Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Hyundai Creta,Hyundai,Creta,2,38000,Individual,Diesel,Manual,22.1,1396,88.7,5
Maruti Alto,Maruti,Alto,5,68102,Dealer,Petrol,Manual,23.95,998,67.05,5
BMW X1,BMW,X1,8,56000,Individual,Diesel,Automatic,17.05,1995,184.0,5
Maruti Swift,Maruti,Swift,3,30000,Dealer,Petrol,Manual,20.4,1197,81.8,5
Toyota Innova,Toyota,Innova,9,93000,Dealer,Diesel,Manual,12.99,2494,100.0,8
Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6
Maruti Wagon R,Maruti,Wagon R,2,50000,Individual,Petrol,Manual,21.79,998,67.05,5
Toyota Innova,Toyota,Innova,6,25000,Dealer,Diesel,Manual,12.99,2494,100.57,7
Maruti Swift Dzire,Maruti,Swift Dzire,10,60682,Dealer,Diesel,Manual,19.3,1248,73.9,5
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Mahindra Scorpio,Mahindra,Scorpio,8,209000,Individual,Diesel,Manual,12.05,2179,120.0,8
Maruti Wagon R,Maruti,Wagon R,12,102558,Individual,Petrol,Manual,18.9,1061,67.0,5
Renault Duster,Renault,Duster,8,47000,Dealer,Diesel,Manual,20.46,1461,83.8,5
Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,23.95,998,67.05,5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,10000,Individual,Diesel,Automatic,13.0,2143,201.1,5
Ford Figo,Ford,Figo,10,75000,Dealer,Diesel,Manual,20.0,1399,68.05,5
Hyundai Grand,Hyundai,Grand,6,110000,Individual,Diesel,Manual,24.0,1120,70.0,5
Mahindra Scorpio,Mahindra,Scorpio,4,68000,Dealer,Diesel,Manual,15.4,1997,120.0,7
Datsun RediGO,Datsun,RediGO,4,28100,Dealer,Petrol,Manual,22.7,799,53.64,5
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Petrol,Manual,20.85,1197,83.14,5
Skoda Superb,Skoda,Superb,9,75000,Dealer,Diesel,Automatic,17.2,1968,138.1,5
Toyota Innova,Toyota,Innova,11,120000,Individual,Diesel,Manual,12.8,2494,102.0,8
Tata Tiago,Tata,Tiago,5,35000,Individual,Petrol,Manual,23.84,1199,84.0,5
Hyundai Grand,Hyundai,Grand,4,40813,Dealer,Petrol,Manual,18.9,1197,81.86,5
Mahindra XUV500,Mahindra,XUV500,4,43464,Dealer,Diesel,Automatic,16.0,2179,140.0,7
Honda City,Honda,City,8,38000,Dealer,Petrol,Manual,16.8,1497,116.3,5
Ford Ecosport,Ford,Ecosport,6,75000,Dealer,Diesel,Manual,21.7,1498,98.96,5
Maruti Ciaz,Maruti,Ciaz,6,40000,Individual,Diesel,Manual,26.21,1248,88.5,5
Honda Civic,Honda,Civic,2,11000,Dealer,Petrol,Automatic,16.5,1799,139.46,5
Tata Hexa,Tata,Hexa,3,20000,Individual,Diesel,Manual,17.6,2179,153.86,7
Maruti Vitara,Maruti,Vitara,5,52000,Individual,Diesel,Manual,24.3,1248,88.5,5
Maruti Alto,Maruti,Alto,9,17000,Individual,Petrol,Manual,20.92,998,67.1,5
Ford Ecosport,Ford,Ecosport,3,6500,Dealer,Diesel,Manual,22.77,1498,98.59,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,74014,Dealer,Diesel,Manual,28.4,1248,74.02,5
Maruti Swift Dzire,Maruti,Swift Dzire,6,57000,Dealer,Diesel,Manual,26.59,1248,74.0,5
Maruti Swift,Maruti,Swift,5,100000,Individual,Diesel,Manual,25.2,1248,74.0,5
Hyundai Grand,Hyundai,Grand,7,38000,Individual,Petrol,Manual,18.9,1197,82.0,5
Volkswagen Polo,Volkswagen,Polo,4,10000,Individual,Petrol,Manual,16.2,1199,74.0,5
Maruti Ciaz,Maruti,Ciaz,3,10900,Individual,Petrol,Automatic,19.12,1373,91.1,5
Maruti Ciaz,Maruti,Ciaz,5,60000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Volkswagen Vento,Volkswagen,Vento,8,118000,Dealer,Diesel,Manual,20.54,1598,103.5,5
Maruti Ertiga,Maruti,Ertiga,8,68500,Dealer,CNG,Manual,22.8,1373,80.9,7
Hyundai i20,Hyundai,i20,6,20000,Individual,Petrol,Manual,18.6,1197,81.83,5
Mahindra Scorpio,Mahindra,Scorpio,3,57645,Dealer,Diesel,Manual,16.36,2179,120.0,7
Maruti Ertiga,Maruti,Ertiga,3,40000,Individual,Petrol,Manual,17.5,1373,91.1,7
Hyundai i20,Hyundai,i20,4,39000,Individual,Petrol,Manual,18.6,1197,81.83,5
Maruti Eeco,Maruti,Eeco,11,22000,Individual,Petrol,Manual,15.37,1196,73.0,5
Maruti Swift,Maruti,Swift,5,60000,Individual,Petrol,Manual,20.4,1197,83.11,5
Hyundai Creta,Hyundai,Creta,5,70000,Individual,Diesel,Manual,19.67,1582,126.2,5
Maruti Baleno,Maruti,Baleno,4,43000,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Swift,Maruti,Swift,6,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5
Hyundai i20,Hyundai,i20,4,35000,Individual,Diesel,Manual,22.54,1396,88.73,5
Tata Safari,Tata,Safari,11,120000,Individual,Diesel,Manual,13.93,2179,138.1,7
Hyundai Grand,Hyundai,Grand,7,29000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Mini Cooper,Mini,Cooper,7,51000,Dealer,Petrol,Automatic,19.23,1598,98.0,5
Maruti Wagon R,Maruti,Wagon R,8,76221,Dealer,CNG,Manual,26.2,998,58.2,5
Maruti Swift Dzire,Maruti,Swift Dzire,12,56000,Dealer,Petrol,Manual,17.5,1298,85.8,5
Tata Safari,Tata,Safari,8,63000,Dealer,Diesel,Manual,13.93,2179,138.03,7
Ford Ecosport,Ford,Ecosport,5,40003,Dealer,Petrol,Automatic,14.7,1496,120.69,5
Maruti Swift,Maruti,Swift,5,10000,Dealer,Petrol,Manual,22.0,1197,81.8,5
Maruti Celerio,Maruti,Celerio,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5
Renault Duster,Renault,Duster,7,61251,Dealer,Diesel,Manual,20.45,1461,83.8,5
Skoda Rapid,Skoda,Rapid,3,31000,Dealer,Petrol,Automatic,14.3,1598,103.52,5
Volkswagen Polo,Volkswagen,Polo,9,55000,Dealer,Diesel,Manual,22.07,1199,73.9,5
Ford Figo,Ford,Figo,10,73000,Dealer,Diesel,Manual,20.0,1399,68.05,5
Honda City,Honda,City,9,57000,Dealer,Petrol,Manual,16.8,1497,116.4,5
Honda Jazz,Honda,Jazz,12,76000,Dealer,Petrol,Manual,16.7,1198,88.8,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,17.5,1298,85.8,5
Maruti Alto,Maruti,Alto,9,70000,Individual,Petrol,Manual,20.92,998,67.1,5
Skoda Octavia,Skoda,Octavia,4,38981,Dealer,Petrol,Automatic,15.1,1798,177.0,5
Hyundai Grand,Hyundai,Grand,6,75000,Dealer,Petrol,Automatic,18.9,1197,82.0,5
Tata Hexa,Tata,Hexa,4,93000,Dealer,Diesel,Manual,17.6,2179,153.86,7
Maruti Wagon R,Maruti,Wagon R,14,53000,Individual,Petrol,Manual,18.9,1061,67.0,5
Maruti Alto,Maruti,Alto,19,120000,Individual,Petrol,Manual,18.9,1061,47.0,5
Honda Amaze,Honda,Amaze,5,27946,Dealer,Diesel,Manual,24.7,1498,98.63,5
Audi A4,Audi,A4,9,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5
Renault KWID,Renault,KWID,2,13000,Dealer,Petrol,Manual,23.01,999,67.0,5
Maruti Ertiga,Maruti,Ertiga,5,48805,Individual,Diesel,Manual,24.52,1248,88.5,7
Maruti Swift,Maruti,Swift,6,102000,Individual,Diesel,Manual,25.2,1248,74.0,5
Audi A6,Audi,A6,9,33000,Dealer,Diesel,Automatic,17.68,1968,174.33,5
Renault KWID,Renault,KWID,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5
Datsun RediGO,Datsun,RediGO,5,18000,Dealer,Petrol,Manual,22.7,799,53.64,5
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Wagon R,Maruti,Wagon R,15,49256,Dealer,Petrol,Manual,21.79,998,67.05,5
Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Individual,Diesel,Manual,19.3,1248,73.9,5
Datsun RediGO,Datsun,RediGO,5,41987,Dealer,Petrol,Manual,22.7,799,53.64,5
Toyota Glanza,Toyota,Glanza,1,2000,Dealer,Petrol,Automatic,19.56,1197,81.8,5
Hyundai Grand,Hyundai,Grand,3,48000,Dealer,Diesel,Manual,24.0,1186,73.97,5
Maruti Alto,Maruti,Alto,8,32000,Dealer,Petrol,Manual,23.95,998,67.05,5
Hyundai i20,Hyundai,i20,3,10000,Individual,Petrol,Manual,18.6,1197,81.83,5
Hyundai i20,Hyundai,i20,8,37000,Dealer,Petrol,Manual,18.5,1197,82.9,5
Maruti Swift,Maruti,Swift,3,8260,Dealer,Petrol,Manual,22.0,1197,81.8,5
Jeep Compass,Jeep,Compass,4,54000,Individual,Diesel,Manual,17.1,1956,170.0,5
Hyundai Creta,Hyundai,Creta,5,121054,Individual,Diesel,Manual,21.38,1396,88.7,5
BMW 3,BMW,3,11,96000,Dealer,Diesel,Automatic,22.69,1995,190.0,5
Datsun GO,Datsun,GO,6,36000,Dealer,Petrol,Manual,19.02,1198,67.05,7
Maruti Alto,Maruti,Alto,2,25000,Individual,Petrol,Automatic,23.95,998,67.05,5
Ford Ecosport,Ford,Ecosport,7,43000,Dealer,Diesel,Manual,22.7,1498,89.84,5
Volkswagen Vento,Volkswagen,Vento,7,102000,Dealer,Diesel,Manual,20.34,1498,103.2,5
Ford Figo,Ford,Figo,10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5
Hyundai i20,Hyundai,i20,2,13000,Individual,Petrol,Manual,18.6,1197,81.86,5
Maruti Ciaz,Maruti,Ciaz,5,59000,Dealer,Diesel,Manual,26.21,1248,88.5,5
Hyundai i20,Hyundai,i20,3,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Hyundai i20,Hyundai,i20,4,52000,Dealer,Diesel,Manual,21.19,1396,88.76,5
Toyota Innova,Toyota,Innova,8,70000,Individual,Diesel,Manual,12.99,2494,100.6,8
Maruti Ertiga,Maruti,Ertiga,8,30000,Dealer,Petrol,Manual,16.02,1373,93.7,7
Maruti Celerio,Maruti,Celerio,4,49600,Individual,Petrol,Manual,23.1,998,67.04,5
Maruti Ciaz,Maruti,Ciaz,5,80000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Renault Duster,Renault,Duster,8,88000,Dealer,Diesel,Manual,20.45,1461,83.8,5
Toyota Innova,Toyota,Innova,6,78000,Dealer,Diesel,Manual,12.99,2494,100.6,8
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,60000,Dealer,Diesel,Automatic,14.21,2143,203.0,5
Maruti Celerio,Maruti,Celerio,7,49000,Dealer,Petrol,Automatic,23.1,998,67.04,5
Maruti Swift,Maruti,Swift,6,61000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Hyundai Verna,Hyundai,Verna,4,36000,Dealer,Diesel,Manual,23.9,1582,126.2,5
Toyota Fortuner,Toyota,Fortuner,4,69403,Dealer,Diesel,Manual,14.24,2755,174.5,7
Hyundai Creta,Hyundai,Creta,6,120000,Individual,Diesel,Automatic,17.01,1582,126.2,5
Honda Jazz,Honda,Jazz,5,39000,Dealer,Diesel,Manual,27.3,1498,98.6,5
Skoda Rapid,Skoda,Rapid,5,39000,Dealer,Petrol,Automatic,14.3,1598,103.52,5
Hyundai i20,Hyundai,i20,4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5
Maruti Ciaz,Maruti,Ciaz,3,20360,Dealer,Petrol,Automatic,20.28,1462,103.25,5
Volkswagen Vento,Volkswagen,Vento,8,58212,Dealer,Petrol,Manual,15.04,1598,103.6,5
Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5
Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Automatic,16.0,2179,140.0,7
Skoda Superb,Skoda,Superb,5,37000,Dealer,Petrol,Automatic,14.67,1798,177.46,5
Mahindra XUV300,Mahindra,XUV300,2,15000,Individual,Petrol,Manual,17.0,1197,108.6,5
Maruti Baleno,Maruti,Baleno,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5
Maruti Wagon R,Maruti,Wagon R,14,68128,Dealer,LPG,Manual,17.3,1061,57.5,5
Honda City,Honda,City,7,35000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Renault KWID,Renault,KWID,5,45049,Dealer,Petrol,Manual,25.17,799,53.3,5
Skoda Octavia,Skoda,Octavia,6,70000,Individual,Petrol,Manual,16.8,1395,138.03,5
Hyundai Verna,Hyundai,Verna,4,40667,Dealer,Diesel,Manual,25.0,1493,113.42,5
Maruti Wagon R,Maruti,Wagon R,8,69000,Dealer,CNG,Manual,26.2,998,58.2,5
Hyundai i20,Hyundai,i20,4,49000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,43125,Dealer,Petrol,Manual,20.85,1197,83.14,5
Maruti Swift,Maruti,Swift,4,56145,Dealer,Diesel,Manual,28.4,1248,74.0,5
Hyundai i20,Hyundai,i20,7,40000,Dealer,Petrol,Manual,17.0,1197,80.0,5
Renault KWID,Renault,KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5
Hyundai Verna,Hyundai,Verna,2,9100,Dealer,Diesel,Manual,22.0,1582,126.2,5
Ford Aspire,Ford,Aspire,4,54000,Dealer,Diesel,Manual,25.83,1498,99.0,5
Maruti Ciaz,Maruti,Ciaz,5,89000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Hyundai Verna,Hyundai,Verna,8,75842,Dealer,Diesel,Automatic,22.32,1582,126.32,5
Maruti Alto,Maruti,Alto,8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5
Toyota Innova,Toyota,Innova,7,82000,Dealer,Diesel,Manual,12.99,2494,100.6,8
Renault KWID,Renault,KWID,2,7000,Individual,Petrol,Automatic,24.04,999,67.0,5
Skoda Rapid,Skoda,Rapid,7,61000,Dealer,Diesel,Manual,20.5,1598,103.5,5
Hyundai Santro,Hyundai,Santro,10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5
Volkswagen Vento,Volkswagen,Vento,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5
Maruti Alto,Maruti,Alto,2,13413,Dealer,Petrol,Automatic,23.95,998,67.05,5
Hyundai Creta,Hyundai,Creta,2,14000,Individual,Diesel,Manual,22.1,1396,88.7,5
Volkswagen Polo,Volkswagen,Polo,7,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5
Hyundai Creta,Hyundai,Creta,2,1470,Dealer,Petrol,Manual,15.8,1591,121.3,5
Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,25.17,799,53.3,5
Toyota Innova,Toyota,Innova,13,185000,Dealer,Diesel,Manual,12.8,2494,102.0,7
BMW 3,BMW,3,11,97547,Dealer,Diesel,Automatic,16.07,1995,181.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,36787,Dealer,Petrol,Manual,22.0,1197,81.8,5
Hyundai Verna,Hyundai,Verna,3,28000,Dealer,Diesel,Automatic,22.0,1582,126.2,5
Hyundai Creta,Hyundai,Creta,4,75000,Dealer,Diesel,Automatic,17.01,1582,126.2,5
Hyundai Grand,Hyundai,Grand,6,38000,Dealer,Petrol,Manual,18.9,1197,82.0,5
Mahindra Scorpio,Mahindra,Scorpio,12,80000,Dealer,Diesel,Manual,12.05,2179,120.0,7
Maruti Wagon R,Maruti,Wagon R,6,7830,Individual,Petrol,Manual,20.51,998,67.04,5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,70000,Individual,Petrol,Automatic,10.93,2497,204.0,5
Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,15.1,2179,152.87,7
Hyundai i20,Hyundai,i20,5,27884,Dealer,Petrol,Manual,18.6,1197,81.83,5
Maruti Wagon R,Maruti,Wagon R,11,25000,Individual,Petrol,Manual,18.9,998,67.1,5
Hyundai Grand,Hyundai,Grand,7,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Hyundai i20,Hyundai,i20,6,45235,Dealer,Petrol,Manual,18.6,1197,81.83,5
Maruti Swift,Maruti,Swift,3,38815,Dealer,Diesel,Automatic,28.4,1248,74.0,5
Hyundai i20,Hyundai,i20,3,34000,Dealer,Petrol,Manual,18.6,1197,81.83,5
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,24.7,796,47.3,5
Maruti Vitara,Maruti,Vitara,2,22000,Dealer,Diesel,Automatic,24.3,1248,88.5,5
Volkswagen Vento,Volkswagen,Vento,8,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5
Hyundai Verna,Hyundai,Verna,3,12000,Dealer,Petrol,Automatic,15.92,1591,121.3,5
Maruti Eeco,Maruti,Eeco,1,10000,Individual,Petrol,Manual,15.37,1196,73.0,5
BMW X3,BMW,X3,7,65000,Dealer,Diesel,Automatic,18.56,1995,187.7,5
Maruti Swift,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5
Volkswagen Vento,Volkswagen,Vento,9,19519,Individual,Petrol,Manual,15.04,1598,103.6,5
Honda City,Honda,City,5,32302,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Skoda Rapid,Skoda,Rapid,6,67000,Dealer,Diesel,Manual,21.14,1498,103.52,5
Maruti Eeco,Maruti,Eeco,6,37000,Dealer,Petrol,Manual,15.37,1196,73.0,5
Toyota Innova,Toyota,Innova,5,56875,Dealer,Diesel,Manual,13.68,2393,147.8,7
Hyundai Grand,Hyundai,Grand,7,42000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Toyota Innova,Toyota,Innova,8,270000,Individual,Diesel,Manual,12.99,2494,100.6,8
BMW 3,BMW,3,7,85875,Dealer,Diesel,Automatic,13.2,1995,170.0,5
Hyundai Verna,Hyundai,Verna,5,25000,Dealer,Diesel,Manual,23.9,1582,126.2,5
Ford Ecosport,Ford,Ecosport,4,43000,Dealer,Petrol,Automatic,14.7,1496,120.69,5
Hyundai Grand,Hyundai,Grand,7,56494,Dealer,Diesel,Manual,24.0,1120,70.0,5
Maruti Vitara,Maruti,Vitara,3,64000,Individual,Diesel,Manual,24.3,1248,88.5,5
Hyundai i20,Hyundai,i20,11,68000,Individual,Petrol,Manual,18.5,1197,80.0,5
Toyota Innova,Toyota,Innova,6,120000,Dealer,Diesel,Manual,12.99,2494,100.6,8
Ford Figo,Ford,Figo,5,50000,Individual,Diesel,Manual,25.83,1498,99.0,5
Honda City,Honda,City,5,34000,Dealer,Diesel,Manual,25.1,1498,98.6,5
Maruti Eeco,Maruti,Eeco,9,96500,Individual,CNG,Manual,15.1,1196,73.0,5
Maruti Ciaz,Maruti,Ciaz,5,38000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Mahindra Bolero,Mahindra,Bolero,1,15000,Individual,Diesel,Manual,21.0,1498,74.96,7
Hyundai Grand,Hyundai,Grand,6,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Hyundai Grand,Hyundai,Grand,5,33500,Dealer,Diesel,Manual,24.0,1120,70.0,5
Renault KWID,Renault,KWID,3,34000,Dealer,Petrol,Manual,23.01,999,67.0,5
Maruti Celerio,Maruti,Celerio,3,17000,Individual,Petrol,Automatic,23.1,998,67.04,5
Hyundai Grand,Hyundai,Grand,5,65000,Dealer,Petrol,Manual,18.9,1197,82.0,5
Maruti Wagon R,Maruti,Wagon R,7,41123,Dealer,Petrol,Manual,20.51,998,67.04,5
Maruti Swift,Maruti,Swift,4,50000,Individual,Diesel,Manual,28.4,1248,74.0,5
Maruti Swift,Maruti,Swift,6,52000,Dealer,Diesel,Manual,25.2,1248,74.0,5
BMW 5,BMW,5,4,46000,Dealer,Diesel,Automatic,18.12,1995,190.0,5
Hyundai i20,Hyundai,i20,11,100000,Individual,Petrol,Manual,17.0,1197,80.0,5
Hyundai Creta,Hyundai,Creta,4,54000,Dealer,Diesel,Automatic,17.01,1582,126.2,5
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,2,4000,Dealer,Petrol,Automatic,11.5,1991,245.0,5
Honda Amaze,Honda,Amaze,5,61198,Dealer,Diesel,Manual,25.8,1498,98.6,5
Ford Aspire,Ford,Aspire,3,10000,Individual,Petrol,Manual,18.16,1196,86.8,5
Volkswagen Vento,Volkswagen,Vento,6,61000,Dealer,Petrol,Manual,15.04,1598,103.2,5
Maruti Alto,Maruti,Alto,11,40000,Individual,Petrol,Manual,20.92,998,67.1,5
Maruti Wagon R,Maruti,Wagon R,11,80875,Dealer,Petrol,Manual,18.9,998,67.1,5
Honda City,Honda,City,7,42000,Dealer,Diesel,Manual,25.1,1498,98.6,5
Hyundai i10,Hyundai,i10,12,84255,Dealer,Petrol,Manual,19.81,1086,68.05,5
Audi A8,Audi,A8,9,75000,Dealer,Diesel,Automatic,11.8,2967,246.7,5
Hyundai Grand,Hyundai,Grand,5,77000,Individual,Petrol,Manual,18.9,1197,82.0,5
Hyundai i10,Hyundai,i10,9,35800,Dealer,Petrol,Manual,20.36,1197,78.9,5
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Manual,23.1,998,67.04,5
Mahindra Bolero,Mahindra,Bolero,4,100000,Individual,Diesel,Manual,16.5,1493,70.0,7
Maruti Wagon R,Maruti,Wagon R,11,65000,Dealer,Petrol,Manual,18.9,998,67.1,5
Hyundai Elantra,Hyundai,Elantra,2,10000,Individual,Petrol,Automatic,14.62,1999,149.92,5
Honda WR-V,Honda,WR-V,4,22000,Dealer,Diesel,Manual,25.5,1498,98.6,5
Honda City,Honda,City,6,54000,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Hyundai Verna,Hyundai,Verna,4,40000,Individual,Diesel,Automatic,22.0,1582,126.2,5
MG Hector,MG,Hector,2,13000,Dealer,Petrol,Automatic,13.96,1451,141.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,100000,Individual,Diesel,Manual,23.4,1248,74.0,5
Ford Ecosport,Ford,Ecosport,8,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5
Maruti Swift,Maruti,Swift,6,65000,Dealer,Petrol,Manual,20.4,1197,81.8,5
Maruti Baleno,Maruti,Baleno,2,25000,Individual,Petrol,Manual,21.4,1197,83.1,5
Audi A4,Audi,A4,9,79000,Dealer,Diesel,Automatic,15.2,1968,140.8,5
Volkswagen Vento,Volkswagen,Vento,6,49728,Dealer,Diesel,Manual,20.34,1498,103.2,5
