car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai Santro,Hyundai,Santro,12,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,165400
Maruti Swift,Maruti,Swift,3,17000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,690450
Maruti Swift,Maruti,Swift,3,46000,Individual,Petrol,Automatic,22.0,1197,81.8,5,602573
Maruti Swift Dzire,Maruti,Swift Dzire,5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,467307
Honda City,Honda,City,7,84000,Individual,Diesel,Manual,26.0,1498,98.6,5,516303
Ford Ecosport,Ford,Ecosport,3,22128,Dealer,Diesel,Manual,23.0,1498,98.96,5,936730
Maruti Baleno,Maruti,Baleno,3,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,598059
Honda City,Honda,City,8,68000,Dealer,Petrol,Manual,16.8,1497,116.3,5,479610
Honda City,Honda,City,4,70000,Dealer,Petrol,Manual,17.4,1497,117.6,5,788004
Maruti Swift Dzire,Maruti,Swift Dzire,5,61000,Dealer,Diesel,Manual,26.59,1248,74.0,5,572073
Maruti Alto,Maruti,Alto,8,25000,Individual,CNG,Manual,30.46,796,47.3,5,218777
Maruti Wagon R,Maruti,Wagon R,9,59000,Individual,Petrol,Manual,18.9,998,67.1,5,275294
Maruti Swift Dzire,Maruti,Swift Dzire,8,74581,Dealer,Diesel,Manual,23.4,1248,74.0,5,499852
Hyundai Creta,Hyundai,Creta,6,81000,Dealer,Diesel,Manual,19.67,1582,126.2,5,921787
Hyundai Grand,Hyundai,Grand,7,50000,Dealer,Diesel,Manual,24.0,1120,70.0,5,437358
Hyundai i20,Hyundai,i20,3,46432,Dealer,Diesel,Manual,21.9,1396,88.76,5,798680
MG Hector,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956,167.68,5,1795407
Toyota Innova,Toyota,Innova,9,112000,Dealer,Diesel,Manual,12.99,2494,100.0,8,729677
Honda City,Honda,City,8,70000,Individual,Petrol,Manual,16.8,1497,116.3,5,539287
Honda City,Honda,City,8,57000,Dealer,Petrol,Manual,17.0,1497,118.0,5,514720
Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,173324
Hyundai Grand,Hyundai,Grand,4,140000,Individual,Petrol,Manual,18.9,1197,81.86,5,469280
Audi A4,Audi,A4,9,85250,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1285900
Volkswagen Polo,Volkswagen,Polo,2,36800,Dealer,Diesel,Manual,20.14,1498,88.0,5,802340
Honda City,Honda,City,11,77250,Dealer,Petrol,Automatic,16.8,1497,118.0,5,376927
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,65000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1425065
Ford Ecosport,Ford,Ecosport,7,72341,Dealer,Diesel,Manual,22.77,1498,98.59,5,574310
Mahindra XUV500,Mahindra,XUV500,6,42561,Dealer,Diesel,Manual,16.0,2179,140.0,7,1022030
Renault KWID,Renault,KWID,5,25000,Individual,Petrol,Manual,23.01,999,67.0,5,308974
Honda Jazz,Honda,Jazz,4,10000,Individual,Petrol,Manual,18.7,1199,88.7,5,679440
Mahindra Scorpio,Mahindra,Scorpio,4,68500,Dealer,Diesel,Manual,15.4,2179,120.0,7,946530
Hyundai i20,Hyundai,i20,7,63000,Dealer,Diesel,Manual,23.0,1396,90.0,5,445065
Hyundai i10,Hyundai,i10,9,10723,Dealer,Petrol,Manual,19.81,1086,68.05,5,268110
Maruti Alto,Maruti,Alto,6,45000,Dealer,Petrol,Manual,23.95,998,67.05,5,309245
Hyundai i20,Hyundai,i20,4,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,621133
Maruti Swift,Maruti,Swift,7,130000,Individual,Diesel,Manual,25.2,1248,74.0,5,434158
Mini Cooper,Mini,Cooper,8,40000,Dealer,Diesel,Automatic,23.8,1998,112.0,5,905095
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,78000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,836700
Audi A6,Audi,A6,4,23000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,2942735
Skoda Rapid,Skoda,Rapid,7,72000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,549113
Maruti Swift Dzire,Maruti,Swift Dzire,5,86000,Dealer,Diesel,Manual,19.3,1248,73.9,5,614750
Hyundai Grand,Hyundai,Grand,8,23135,Dealer,Petrol,Manual,18.9,1197,82.0,5,362530
Hyundai Santro,Hyundai,Santro,11,60200,Individual,LPG,Manual,17.8,1086,63.0,5,166073
Hyundai Verna,Hyundai,Verna,3,37000,Dealer,Petrol,Manual,17.01,1591,121.3,5,916200
Ford Figo,Ford,Figo,9,60000,Dealer,Diesel,Manual,20.0,1399,68.0,5,272650
BMW 7,BMW,7,4,18000,Dealer,Diesel,Automatic,17.66,2993,355.37,4,7903450
Maruti Wagon R,Maruti,Wagon R,4,70000,Individual,Petrol,Manual,20.51,998,67.04,5,369111
Honda City,Honda,City,12,120000,Individual,Petrol,Manual,17.0,1497,118.0,5,346270
Ford Ecosport,Ford,Ecosport,4,49000,Dealer,Petrol,Manual,15.9,1496,120.69,5,695800
Honda Jazz,Honda,Jazz,6,82000,Dealer,Diesel,Manual,27.3,1498,98.6,5,585440
Maruti Swift,Maruti,Swift,5,49000,Dealer,Petrol,Manual,20.4,1197,83.11,5,455610
Hyundai Verna,Hyundai,Verna,6,120000,Individual,Diesel,Automatic,19.08,1582,126.2,5,630160
Toyota Innova,Toyota,Innova,15,146000,Dealer,Diesel,Manual,12.8,2494,102.0,7,428820
Jaguar XF,Jaguar,XF,6,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2562570
Hyundai Verna,Hyundai,Verna,3,26000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1117900
Toyota Innova,Toyota,Innova,8,160000,Dealer,Diesel,Manual,12.99,2494,100.0,8,838750
Datsun GO,Datsun,GO,3,8000,Individual,Petrol,Manual,19.83,1198,67.0,7,594680
Maruti Swift Dzire,Maruti,Swift Dzire,7,78916,Individual,Diesel,Manual,23.4,1248,74.0,5,448548
Maruti Ciaz,Maruti,Ciaz,5,35000,Individual,Diesel,Manual,28.09,1248,88.5,5,694190
Skoda Rapid,Skoda,Rapid,2,8500,Dealer,Petrol,Automatic,14.84,1598,103.2,5,1058160
Mahindra Scorpio,Mahindra,Scorpio,8,93000,Dealer,Diesel,Manual,12.05,2179,120.0,8,609150
Honda City,Honda,City,7,43000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,695142
Toyota Fortuner,Toyota,Fortuner,3,60000,Individual,Diesel,Manual,14.24,2755,174.5,7,2591083
Toyota Fortuner,Toyota,Fortuner,9,134213,Dealer,Diesel,Manual,12.55,2982,168.5,7,1367250
Maruti Swift Dzire,Maruti,Swift Dzire,9,45000,Dealer,Petrol,Manual,17.5,1298,85.8,5,350100
Mahindra XUV500,Mahindra,XUV500,5,99000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1186470
Honda Jazz,Honda,Jazz,5,23000,Dealer,Diesel,Manual,27.3,1498,98.6,5,570660
Hyundai i10,Hyundai,i10,8,25981,Dealer,Petrol,Manual,20.36,1197,78.9,5,328090
Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,22.54,1396,88.73,5,730367
Volkswagen Polo,Volkswagen,Polo,6,42000,Dealer,Diesel,Manual,20.14,1498,88.8,5,512800
Ford Ecosport,Ford,Ecosport,5,23256,Trustmark Dealer,Petrol,Manual,17.0,1497,121.36,5,726600
Maruti Swift,Maruti,Swift,12,124000,Dealer,Diesel,Manual,17.8,1248,75.0,5,292225
Hyundai Grand,Hyundai,Grand,4,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,508436
Honda City,Honda,City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,639630
Skoda Superb,Skoda,Superb,7,59000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,1062069
Tata Tiago,Tata,Tiago,3,35505,Dealer,Petrol,Manual,23.84,1199,84.0,5,440193
Volkswagen Polo,Volkswagen,Polo,6,80000,Dealer,Diesel,Manual,20.14,1498,88.5,5,475410
Mahindra Bolero,Mahindra,Bolero,6,170000,Individual,Diesel,Manual,15.96,2523,62.1,7,569137
Mahindra Scorpio,Mahindra,Scorpio,7,51000,Dealer,Diesel,Manual,15.4,2179,120.0,7,833100
Maruti Alto,Maruti,Alto,9,62351,Dealer,Petrol,Manual,20.92,998,67.1,5,239409
Maruti Alto,Maruti,Alto,11,29000,Individual,Petrol,Manual,19.7,796,46.3,5,146550
Ford Figo,Ford,Figo,4,27500,Individual,Diesel,Manual,25.83,1498,99.0,5,543170
Maruti Swift Dzire,Maruti,Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,423503
Maruti Ciaz,Maruti,Ciaz,2,27000,Dealer,Petrol,Manual,20.73,1373,91.1,5,882270
Mahindra Thar,Mahindra,Thar,4,43000,Dealer,Diesel,Manual,16.55,2498,105.0,6,813780
Honda WR-V,Honda,WR-V,4,25656,Dealer,Petrol,Manual,17.5,1199,88.7,5,734703
Maruti Ignis,Maruti,Ignis,4,27726,Dealer,Petrol,Automatic,20.89,1197,81.8,5,558200
Skoda Octavia,Skoda,Octavia,14,120000,Individual,Diesel,Manual,18.7,1896,66.0,5,247468
Skoda Octavia,Skoda,Octavia,4,31111,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1857940
Maruti Ertiga,Maruti,Ertiga,8,36000,Dealer,Petrol,Manual,16.02,1373,93.7,7,580300
Maruti Ertiga,Maruti,Ertiga,7,70000,Individual,Diesel,Manual,20.77,1248,88.76,7,616790
Honda Amaze,Honda,Amaze,2,5000,Individual,Petrol,Manual,19.5,1199,88.76,5,681950
Hyundai i20,Hyundai,i20,6,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,579207
Toyota Innova,Toyota,Innova,6,52000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1089250
Volkswagen Vento,Volkswagen,Vento,7,52455,Dealer,Diesel,Manual,20.54,1598,103.6,5,568000
Maruti Wagon R,Maruti,Wagon R,10,29000,Dealer,Petrol,Manual,21.79,998,67.05,5,235720
Maruti Wagon R,Maruti,Wagon R,9,72300,Dealer,Petrol,Manual,21.79,998,67.05,5,273930
Tata Safari,Tata,Safari,5,60000,Individual,Diesel,Manual,14.1,2179,147.94,7,824000
Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Dealer,Diesel,Manual,28.4,1248,74.02,5,571503
Hyundai i20,Hyundai,i20,3,15000,Individual,Petrol,Manual,18.6,1197,81.83,5,638075
Maruti Swift,Maruti,Swift,9,100000,Individual,Petrol,Manual,18.6,1197,85.8,5,313975
Maruti Baleno,Maruti,Baleno,3,15000,Individual,Petrol,Manual,21.4,1197,83.1,5,621825
Maruti Ciaz,Maruti,Ciaz,4,57000,Dealer,Diesel,Manual,28.09,1248,88.5,5,694983
Mahindra Marazzo,Mahindra,Marazzo,1,8000,Individual,Diesel,Manual,17.3,1497,121.0,7,1071072
Hyundai Grand,Hyundai,Grand,3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,514956
Maruti Swift Dzire,Maruti,Swift Dzire,5,24000,Individual,Petrol,Manual,20.85,1197,83.14,5,512532
Ford Ecosport,Ford,Ecosport,6,37000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,667925
BMW 5,BMW,5,3,7000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4706900
Maruti Swift,Maruti,Swift,7,44651,Dealer,Petrol,Manual,16.1,1197,85.0,5,446480
Honda City,Honda,City,14,90000,Dealer,Petrol,Manual,16.9,1497,100.0,5,244030
Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Petrol,Manual,19.1,1197,85.8,5,405900
Tata Tiago,Tata,Tiago,2,3000,Individual,Petrol,Manual,23.84,1199,84.0,5,529037
Honda Amaze,Honda,Amaze,2,6399,Trustmark Dealer,Petrol,Manual,19.5,1199,88.76,5,679050
Hyundai i20,Hyundai,i20,10,66692,Dealer,Petrol,Manual,17.0,1197,80.0,5,303083
Jeep Compass,Jeep,Compass,2,10000,Individual,Diesel,Manual,17.1,1956,170.0,5,1997550
Honda Jazz,Honda,Jazz,3,44503,Dealer,Petrol,Manual,18.7,1199,88.7,5,646520
Maruti Ciaz,Maruti,Ciaz,5,35000,Individual,Diesel,Manual,28.09,1248,88.5,5,694190
Hyundai Creta,Hyundai,Creta,5,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1039195
Hyundai Santro,Hyundai,Santro,14,44000,Dealer,Petrol,Manual,17.92,1086,62.1,5,147880
Maruti Swift,Maruti,Swift,11,70000,Individual,Petrol,Manual,16.1,1197,85.0,5,237725
Maruti Swift,Maruti,Swift,8,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5,385370
Volkswagen Polo,Volkswagen,Polo,2,7121,Dealer,Petrol,Automatic,17.21,1197,103.5,5,892860
Ford Figo,Ford,Figo,6,44566,Dealer,Diesel,Manual,25.83,1498,99.0,5,480100
Hyundai i10,Hyundai,i10,6,19000,Dealer,Petrol,Manual,19.81,1086,68.05,5,370271
Honda Amaze,Honda,Amaze,5,50000,Dealer,Petrol,Manual,18.0,1198,86.7,5,489500
Maruti Ciaz,Maruti,Ciaz,4,29000,Dealer,Petrol,Manual,20.73,1373,91.2,5,712130
Hyundai Verna,Hyundai,Verna,4,45910,Dealer,Diesel,Manual,23.9,1582,126.2,5,945940
Volkswagen Polo,Volkswagen,Polo,9,50000,Individual,Diesel,Manual,22.07,1199,73.9,5,308255
Renault KWID,Renault,KWID,5,42000,Dealer,Petrol,Manual,25.17,799,53.3,5,297090
Ford Aspire,Ford,Aspire,6,90000,Individual,Diesel,Manual,25.83,1498,99.0,5,472370
Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Automatic,17.0,1591,121.3,5,1140920
Hyundai i20,Hyundai,i20,10,6708,Dealer,Petrol,Manual,18.5,1197,80.0,5,334120
Maruti Swift,Maruti,Swift,7,96000,Dealer,Diesel,Manual,28.4,1248,74.0,5,452670
Honda CR,Honda,CR,4,34000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,2240150
Maruti Baleno,Maruti,Baleno,5,34000,Dealer,Petrol,Manual,21.4,1197,83.1,5,551590
Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,651850
Hyundai Creta,Hyundai,Creta,2,38000,Individual,Diesel,Manual,22.1,1396,88.7,5,1064750
Maruti Alto,Maruti,Alto,5,68102,Dealer,Petrol,Manual,23.95,998,67.05,5,321560
BMW X1,BMW,X1,8,56000,Individual,Diesel,Automatic,17.05,1995,184.0,5,1425670
Maruti Swift,Maruti,Swift,3,30000,Dealer,Petrol,Manual,20.4,1197,81.8,5,578928
Toyota Innova,Toyota,Innova,9,93000,Dealer,Diesel,Manual,12.99,2494,100.0,8,759550
Mahindra Thar,Mahindra,Thar,3,25000,Individual,Diesel,Manual,16.55,2498,105.0,6,886565
Maruti Wagon R,Maruti,Wagon R,2,50000,Individual,Petrol,Manual,21.79,998,67.05,5,425840
Toyota Innova,Toyota,Innova,6,25000,Dealer,Diesel,Manual,12.99,2494,100.57,7,1030387
Maruti Swift Dzire,Maruti,Swift Dzire,10,60682,Dealer,Diesel,Manual,19.3,1248,73.9,5,305637
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,831445
Mahindra Scorpio,Mahindra,Scorpio,8,209000,Individual,Diesel,Manual,12.05,2179,120.0,8,515600
Maruti Wagon R,Maruti,Wagon R,12,102558,Individual,Petrol,Manual,18.9,1061,67.0,5,142448
Renault Duster,Renault,Duster,8,47000,Dealer,Diesel,Manual,20.46,1461,83.8,5,577500
Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,23.95,998,67.05,5,254217
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,10000,Individual,Diesel,Automatic,13.0,2143,201.1,5,2923280
Ford Figo,Ford,Figo,10,75000,Dealer,Diesel,Manual,20.0,1399,68.05,5,244380
Hyundai Grand,Hyundai,Grand,6,110000,Individual,Diesel,Manual,24.0,1120,70.0,5,379600
Mahindra Scorpio,Mahindra,Scorpio,4,68000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1018550
Datsun RediGO,Datsun,RediGO,4,28100,Dealer,Petrol,Manual,22.7,799,53.64,5,275100
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,529538
Skoda Superb,Skoda,Superb,9,75000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,641090
Toyota Innova,Toyota,Innova,11,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,590840
Tata Tiago,Tata,Tiago,5,35000,Individual,Petrol,Manual,23.84,1199,84.0,5,377398
Hyundai Grand,Hyundai,Grand,4,40813,Dealer,Petrol,Manual,18.9,1197,81.86,5,529310
Mahindra XUV500,Mahindra,XUV500,4,43464,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1230383
Honda City,Honda,City,8,38000,Dealer,Petrol,Manual,16.8,1497,116.3,5,451575
Ford Ecosport,Ford,Ecosport,6,75000,Dealer,Diesel,Manual,21.7,1498,98.96,5,510310
Maruti Ciaz,Maruti,Ciaz,6,40000,Individual,Diesel,Manual,26.21,1248,88.5,5,747020
Honda Civic,Honda,Civic,2,11000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2022000
Tata Hexa,Tata,Hexa,3,20000,Individual,Diesel,Manual,17.6,2179,153.86,7,1418540
Maruti Vitara,Maruti,Vitara,5,52000,Individual,Diesel,Manual,24.3,1248,88.5,5,855200
Maruti Alto,Maruti,Alto,9,17000,Individual,Petrol,Manual,20.92,998,67.1,5,212217
Ford Ecosport,Ford,Ecosport,3,6500,Dealer,Diesel,Manual,22.77,1498,98.59,5,946960
Maruti Swift Dzire,Maruti,Swift Dzire,4,74014,Dealer,Diesel,Manual,28.4,1248,74.02,5,513286
Maruti Swift Dzire,Maruti,Swift Dzire,6,57000,Dealer,Diesel,Manual,26.59,1248,74.0,5,569132
Maruti Swift,Maruti,Swift,5,100000,Individual,Diesel,Manual,25.2,1248,74.0,5,575330
Hyundai Grand,Hyundai,Grand,7,38000,Individual,Petrol,Manual,18.9,1197,82.0,5,438129
Volkswagen Polo,Volkswagen,Polo,4,10000,Individual,Petrol,Manual,16.2,1199,74.0,5,704350
Maruti Ciaz,Maruti,Ciaz,3,10900,Individual,Petrol,Automatic,19.12,1373,91.1,5,962383
Maruti Ciaz,Maruti,Ciaz,5,60000,Dealer,Diesel,Manual,28.09,1248,88.5,5,715430
Volkswagen Vento,Volkswagen,Vento,8,118000,Dealer,Diesel,Manual,20.54,1598,103.5,5,411897
Maruti Ertiga,Maruti,Ertiga,8,68500,Dealer,CNG,Manual,22.8,1373,80.9,7,394160
Hyundai i20,Hyundai,i20,6,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,479042
Mahindra Scorpio,Mahindra,Scorpio,3,57645,Dealer,Diesel,Manual,16.36,2179,120.0,7,1162990
Maruti Ertiga,Maruti,Ertiga,3,40000,Individual,Petrol,Manual,17.5,1373,91.1,7,760890
Hyundai i20,Hyundai,i20,4,39000,Individual,Petrol,Manual,18.6,1197,81.83,5,610803
Maruti Eeco,Maruti,Eeco,11,22000,Individual,Petrol,Manual,15.37,1196,73.0,5,224593
Maruti Swift,Maruti,Swift,5,60000,Individual,Petrol,Manual,20.4,1197,83.11,5,410808
Hyundai Creta,Hyundai,Creta,5,70000,Individual,Diesel,Manual,19.67,1582,126.2,5,933237
Maruti Baleno,Maruti,Baleno,4,43000,Individual,Petrol,Manual,21.4,1197,83.1,5,635526
Maruti Swift,Maruti,Swift,6,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5,501758
Hyundai i20,Hyundai,i20,4,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,572400
Tata Safari,Tata,Safari,11,120000,Individual,Diesel,Manual,13.93,2179,138.1,7,283000
Hyundai Grand,Hyundai,Grand,7,29000,Dealer,Petrol,Manual,18.9,1197,81.86,5,385230
Mini Cooper,Mini,Cooper,7,51000,Dealer,Petrol,Automatic,19.23,1598,98.0,5,1370260
Maruti Wagon R,Maruti,Wagon R,8,76221,Dealer,CNG,Manual,26.2,998,58.2,5,315350
Maruti Swift Dzire,Maruti,Swift Dzire,12,56000,Dealer,Petrol,Manual,17.5,1298,85.8,5,251200
Tata Safari,Tata,Safari,8,63000,Dealer,Diesel,Manual,13.93,2179,138.03,7,496310
Ford Ecosport,Ford,Ecosport,5,40003,Dealer,Petrol,Automatic,14.7,1496,120.69,5,753217
Maruti Swift,Maruti,Swift,5,10000,Dealer,Petrol,Manual,22.0,1197,81.8,5,498130
Maruti Celerio,Maruti,Celerio,2,30000,Individual,Petrol,Manual,23.1,998,67.04,5,449782
Renault Duster,Renault,Duster,7,61251,Dealer,Diesel,Manual,20.45,1461,83.8,5,453750
Skoda Rapid,Skoda,Rapid,3,31000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,1081920
Volkswagen Polo,Volkswagen,Polo,9,55000,Dealer,Diesel,Manual,22.07,1199,73.9,5,269300
Ford Figo,Ford,Figo,10,73000,Dealer,Diesel,Manual,20.0,1399,68.05,5,255750
Honda City,Honda,City,9,57000,Dealer,Petrol,Manual,16.8,1497,116.4,5,446530
Honda Jazz,Honda,Jazz,12,76000,Dealer,Petrol,Manual,16.7,1198,88.8,5,309590
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,17.5,1298,85.8,5,270488
Maruti Alto,Maruti,Alto,9,70000,Individual,Petrol,Manual,20.92,998,67.1,5,213260
Skoda Octavia,Skoda,Octavia,4,38981,Dealer,Petrol,Automatic,15.1,1798,177.0,5,1654070
Hyundai Grand,Hyundai,Grand,6,75000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,473043
Tata Hexa,Tata,Hexa,4,93000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1136660
Maruti Wagon R,Maruti,Wagon R,14,53000,Individual,Petrol,Manual,18.9,1061,67.0,5,115130
Maruti Alto,Maruti,Alto,19,120000,Individual,Petrol,Manual,18.9,1061,47.0,5,80337
Honda Amaze,Honda,Amaze,5,27946,Dealer,Diesel,Manual,24.7,1498,98.63,5,653191
Audi A4,Audi,A4,9,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1404150
Renault KWID,Renault,KWID,2,13000,Dealer,Petrol,Manual,23.01,999,67.0,5,397560
Maruti Ertiga,Maruti,Ertiga,5,48805,Individual,Diesel,Manual,24.52,1248,88.5,7,842431
Maruti Swift,Maruti,Swift,6,102000,Individual,Diesel,Manual,25.2,1248,74.0,5,526167
Audi A6,Audi,A6,9,33000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1444140
Renault KWID,Renault,KWID,5,41000,Individual,Petrol,Manual,25.17,799,53.3,5,253858
Datsun RediGO,Datsun,RediGO,5,18000,Dealer,Petrol,Manual,22.7,799,53.64,5,275910
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,566882
Maruti Wagon R,Maruti,Wagon R,15,49256,Dealer,Petrol,Manual,21.79,998,67.05,5,96733
Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Individual,Diesel,Manual,19.3,1248,73.9,5,428740
Datsun RediGO,Datsun,RediGO,5,41987,Dealer,Petrol,Manual,22.7,799,53.64,5,224540
Toyota Glanza,Toyota,Glanza,1,2000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,863850
Hyundai Grand,Hyundai,Grand,3,48000,Dealer,Diesel,Manual,24.0,1186,73.97,5,481457
Maruti Alto,Maruti,Alto,8,32000,Dealer,Petrol,Manual,23.95,998,67.05,5,245990
Hyundai i20,Hyundai,i20,3,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,723398
Hyundai i20,Hyundai,i20,8,37000,Dealer,Petrol,Manual,18.5,1197,82.9,5,339260
Maruti Swift,Maruti,Swift,3,8260,Dealer,Petrol,Manual,22.0,1197,81.8,5,658030
Jeep Compass,Jeep,Compass,4,54000,Individual,Diesel,Manual,17.1,1956,170.0,5,1524160
Hyundai Creta,Hyundai,Creta,5,121054,Individual,Diesel,Manual,21.38,1396,88.7,5,840330
BMW 3,BMW,3,11,96000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,795740
Datsun GO,Datsun,GO,6,36000,Dealer,Petrol,Manual,19.02,1198,67.05,7,308124
Maruti Alto,Maruti,Alto,2,25000,Individual,Petrol,Automatic,23.95,998,67.05,5,391120
Ford Ecosport,Ford,Ecosport,7,43000,Dealer,Diesel,Manual,22.7,1498,89.84,5,542190
Volkswagen Vento,Volkswagen,Vento,7,102000,Dealer,Diesel,Manual,20.34,1498,103.2,5,500772
Ford Figo,Ford,Figo,10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,170003
Hyundai i20,Hyundai,i20,2,13000,Individual,Petrol,Manual,18.6,1197,81.86,5,699474
Maruti Ciaz,Maruti,Ciaz,5,59000,Dealer,Diesel,Manual,26.21,1248,88.5,5,696560
Hyundai i20,Hyundai,i20,3,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,642160
Hyundai i20,Hyundai,i20,4,52000,Dealer,Diesel,Manual,21.19,1396,88.76,5,686538
Toyota Innova,Toyota,Innova,8,70000,Individual,Diesel,Manual,12.99,2494,100.6,8,822450
Maruti Ertiga,Maruti,Ertiga,8,30000,Dealer,Petrol,Manual,16.02,1373,93.7,7,578800
Maruti Celerio,Maruti,Celerio,4,49600,Individual,Petrol,Manual,23.1,998,67.04,5,475650
Maruti Ciaz,Maruti,Ciaz,5,80000,Dealer,Diesel,Manual,28.09,1248,88.5,5,643666
Renault Duster,Renault,Duster,8,88000,Dealer,Diesel,Manual,20.45,1461,83.8,5,439477
Toyota Innova,Toyota,Innova,6,78000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1083883
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,60000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,2461400
Maruti Celerio,Maruti,Celerio,7,49000,Dealer,Petrol,Automatic,23.1,998,67.04,5,413040
Maruti Swift,Maruti,Swift,6,61000,Dealer,Diesel,Manual,28.4,1248,74.0,5,432035
Hyundai Verna,Hyundai,Verna,4,36000,Dealer,Diesel,Manual,23.9,1582,126.2,5,890910
Toyota Fortuner,Toyota,Fortuner,4,69403,Dealer,Diesel,Manual,14.24,2755,174.5,7,2650000
Hyundai Creta,Hyundai,Creta,6,120000,Individual,Diesel,Automatic,17.01,1582,126.2,5,967990
Honda Jazz,Honda,Jazz,5,39000,Dealer,Diesel,Manual,27.3,1498,98.6,5,601635
Skoda Rapid,Skoda,Rapid,5,39000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,683450
Hyundai i20,Hyundai,i20,4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5,570100
Maruti Ciaz,Maruti,Ciaz,3,20360,Dealer,Petrol,Automatic,20.28,1462,103.25,5,929970
Volkswagen Vento,Volkswagen,Vento,8,58212,Dealer,Petrol,Manual,15.04,1598,103.6,5,335890
Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,268953
Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1378210
Skoda Superb,Skoda,Superb,5,37000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1793273
Mahindra XUV300,Mahindra,XUV300,2,15000,Individual,Petrol,Manual,17.0,1197,108.6,5,951850
